date,season,away,home,favorite,underdog,market_total,actual_total,direction,agreement,hit,profit
2020-12-23,2020-21,ATL,CHI,CHI,ATL,227.0,228,OVER,4,True,0.9
2020-12-23,2020-21,DET,MIN,MIN,DET,227.0,212,UNDER,2,True,0.9
2020-12-26,2020-21,ATL,MEM,MEM,ATL,237.5,234,UNDER,4,True,0.9
2020-12-26,2020-21,MIN,UTA,UTA,MIN,225.5,227,OVER,2,True,0.9
2020-12-29,2020-21,ORL,OKC,OKC,ORL,219.5,225,OVER,4,True,0.9
2021-01-01,2020-21,LAC,UTA,UTA,LAC,225.5,206,UNDER,2,True,0.9
2021-01-02,2020-21,OKC,ORL,ORL,OKC,218.5,207,UNDER,2,True,0.9
2021-01-04,2020-21,OKC,MIA,MIA,OKC,212.5,208,UNDER,4,True,0.9
2021-01-06,2020-21,CLE,ORL,ORL,CLE,213.0,199,UNDER,6,True,0.9
2021-01-07,2020-21,DAL,DEN,DEN,DAL,226.0,241,OVER,2,True,0.9
2021-01-08,2020-21,WAS,BOS,BOS,WAS,234.5,223,UNDER,2,True,0.9
2021-01-10,2020-21,TOR,GSW,GSW,TOR,230.5,211,UNDER,2,True,0.9
2021-01-11,2020-21,TOR,POR,POR,TOR,233.5,223,UNDER,2,True,0.9
2021-01-13,2020-21,BKN,NYK,NYK,BKN,219.0,225,OVER,4,True,0.9
2021-01-13,2020-21,LAL,OKC,OKC,LAL,215.0,227,OVER,2,True,0.9
2021-01-15,2020-21,ORL,BOS,BOS,ORL,215.5,221,OVER,4,True,0.9
2021-01-15,2020-21,ATL,UTA,UTA,ATL,222.5,208,UNDER,2,True,0.9
2021-01-18,2020-21,MIN,ATL,ATL,MIN,228.5,205,OVER,2,False,-1.0
2021-01-20,2020-21,ORL,MIN,MIN,ORL,219.0,193,OVER,4,False,-1.0
2021-01-21,2020-21,LAL,MIL,MIL,LAL,229.0,219,UNDER,2,True,0.9
2021-01-22,2020-21,ORL,IND,IND,ORL,217.5,238,OVER,4,True,0.9
2021-01-22,2020-21,ATL,MIN,MIN,ATL,222.0,214,UNDER,2,True,0.9
2021-01-24,2020-21,WAS,SAS,SAS,WAS,231.5,222,UNDER,2,True,0.9
2021-01-25,2020-21,MIN,GSW,GSW,MIN,225.0,238,OVER,2,True,0.9
2021-01-27,2020-21,BOS,SAS,SAS,BOS,225.0,216,UNDER,2,True,0.9
2021-01-27,2020-21,MIN,GSW,GSW,MIN,227.5,234,OVER,2,True,0.9
2021-01-29,2020-21,PHI,MIN,MIN,PHI,225.5,212,UNDER,2,True,0.9
2021-01-30,2020-21,SAC,MIA,MIA,SAC,224.5,209,UNDER,4,True,0.9
2021-01-30,2020-21,MEM,SAS,SAS,MEM,222.5,241,OVER,2,True,0.9
2021-02-01,2020-21,MEM,SAS,SAS,MEM,221.5,235,OVER,2,True,0.9
2021-02-04,2020-21,DEN,LAL,LAL,DEN,219.5,207,UNDER,6,True,0.9
2021-02-05,2020-21,DET,PHX,PHX,DET,216.0,201,UNDER,4,True,0.9
2021-02-11,2020-21,PHI,POR,POR,PHI,229.0,232,OVER,4,True,0.9
2021-02-11,2020-21,TOR,BOS,BOS,TOR,222.5,226,OVER,4,True,0.9
2021-02-12,2020-21,DET,BOS,BOS,DET,219.5,210,UNDER,2,True,0.9
2021-02-13,2020-21,PHI,PHX,PHX,PHI,227.0,231,OVER,4,True,0.9
2021-02-13,2020-21,IND,ATL,ATL,IND,226.0,238,OVER,2,True,0.9
2021-02-14,2020-21,MIN,TOR,TOR,MIN,227.0,228,OVER,2,True,0.9
2021-02-17,2020-21,ATL,BOS,BOS,ATL,223.5,236,OVER,2,True,0.9
2021-02-19,2020-21,PHX,NOP,NOP,PHX,228.5,246,OVER,4,True,0.9
2021-02-19,2020-21,TOR,MIN,MIN,TOR,231.0,167,UNDER,2,True,0.9
2021-02-20,2020-21,MIA,LAL,LAL,MIA,214.0,190,UNDER,6,True,0.9
2021-02-21,2020-21,DEN,ATL,ATL,DEN,228.0,238,OVER,2,True,0.9
2021-02-23,2020-21,BOS,DAL,DAL,BOS,225.0,217,UNDER,2,True,0.9
2021-02-28,2020-21,ATL,MIA,MIA,ATL,222.0,208,UNDER,6,True,0.9
2021-02-28,2020-21,WAS,BOS,BOS,WAS,231.5,221,UNDER,2,True,0.9
2021-03-02,2020-21,LAC,BOS,BOS,LAC,222.5,229,OVER,4,True,0.9
2021-03-02,2020-21,NYK,SAS,SAS,NYK,216.5,212,OVER,2,False,-1.0
2021-03-03,2020-21,DET,TOR,TOR,DET,214.0,234,UNDER,4,False,-1.0
2021-03-11,2020-21,ATL,TOR,TOR,ATL,227.5,241,OVER,4,True,0.9
2021-03-11,2020-21,PHX,POR,POR,PHX,226.5,248,OVER,4,True,0.9
2021-03-12,2020-21,HOU,UTA,UTA,HOU,226.5,213,OVER,3,False,-1.0
2021-03-14,2020-21,MIA,ORL,ORL,MIA,211.5,199,UNDER,6,True,0.9
2021-03-14,2020-21,TOR,CHI,CHI,TOR,232.5,213,UNDER,2,True,0.9
2021-03-15,2020-21,LAC,DAL,DAL,LAC,228.5,208,UNDER,2,True,0.9
2021-03-17,2020-21,GSW,HOU,HOU,GSW,226.5,202,UNDER,2,True,0.9
2021-03-20,2020-21,SAS,MIL,MIL,SAS,228.0,233,OVER,2,True,0.9
2021-03-23,2020-21,DEN,ORL,ORL,DEN,218.0,209,UNDER,2,True,0.9
2021-03-24,2020-21,DAL,MIN,MIN,DAL,228.5,236,UNDER,2,False,-1.0
2021-03-24,2020-21,LAC,SAS,SAS,LAC,220.5,235,OVER,2,True,0.9
2021-03-27,2020-21,CHI,SAS,SAS,CHI,223.0,224,OVER,2,True,0.9
2021-03-27,2020-21,MEM,UTA,UTA,MEM,228.0,236,OVER,1,True,0.9
2021-03-29,2020-21,DAL,OKC,OKC,DAL,216.5,233,OVER,2,True,0.9
2021-03-30,2020-21,ATL,PHX,PHX,ATL,222.5,227,UNDER,2,False,-1.0
2021-04-01,2020-21,ATL,SAS,SAS,ATL,222.5,263,OVER,4,True,0.9
2021-04-02,2020-21,ATL,NOP,NOP,ATL,223.5,229,OVER,2,True,0.9
2021-04-04,2020-21,GSW,ATL,ATL,GSW,225.5,228,OVER,2,True,0.9
2021-04-09,2020-21,MEM,NYK,MEM,NYK,212.5,262,OVER,2,True,0.9
2021-04-09,2020-21,MIN,BOS,BOS,MIN,228.0,281,OVER,2,True,0.9
2021-04-09,2020-21,Charlotte Bobcats,MIL,MIL,Charlotte Bobcats,225.5,246,OVER,2,True,0.9
2021-04-09,2020-21,HOU,LAC,LAC,HOU,226.5,235,OVER,4,True,0.9
2021-04-12,2020-21,HOU,PHX,PHX,HOU,226.0,246,OVER,5,True,0.9
2021-04-13,2020-21,LAC,IND,IND,LAC,229.0,241,UNDER,2,False,-1.0
2021-04-13,2020-21,BOS,POR,POR,BOS,227.0,231,UNDER,2,False,-1.0
2021-04-15,2020-21,BOS,LAL,LAL,BOS,211.5,234,UNDER,8,False,-1.0
2021-04-16,2020-21,LAC,PHI,PHI,LAC,225.0,209,UNDER,2,True,0.9
2021-04-19,2020-21,HOU,MIA,MIA,HOU,217.0,204,UNDER,2,True,0.9
2021-04-19,2020-21,UTA,LAL,LAL,UTA,214.5,208,UNDER,6,True,0.9
2021-04-21,2020-21,UTA,HOU,HOU,UTA,227.5,201,UNDER,2,True,0.9
2021-04-22,2020-21,DET,SAS,SAS,DET,216.5,197,UNDER,2,True,0.9
2021-04-24,2020-21,HOU,DEN,DEN,HOU,225.0,245,OVER,2,True,0.9
2021-04-25,2020-21,PHX,BKN,BKN,PHX,229.5,247,OVER,4,True,0.9
2021-04-26,2020-21,ATL,DET,DET,ATL,220.5,186,UNDER,2,True,0.9
2021-04-27,2020-21,OKC,BOS,BOS,OKC,219.5,234,OVER,8,True,0.9
2021-04-27,2020-21,MIN,HOU,HOU,MIN,230.0,221,UNDER,2,True,0.9
2021-04-28,2020-21,ORL,CLE,CLE,ORL,210.0,213,OVER,4,True,0.9
2021-04-30,2020-21,SAS,BOS,BOS,SAS,224.5,283,OVER,4,True,0.9
2021-05-01,2020-21,WAS,DAL,DAL,WAS,231.5,249,UNDER,2,False,-1.0
2021-05-02,2020-21,TOR,LAL,LAL,TOR,217.5,235,UNDER,6,False,-1.0
2021-05-04,2020-21,TOR,LAC,LAC,TOR,221.0,205,UNDER,6,True,0.9
2021-05-05,2020-21,BOS,ORL,ORL,BOS,218.5,228,UNDER,2,False,-1.0
2021-05-05,2020-21,PHX,ATL,,,228.5,238,OVER,2,True,0.9
2021-05-07,2020-21,MIN,MIA,MIA,MIN,222.5,233,UNDER,4,False,-1.0
2021-05-08,2020-21,OKC,GSW,GSW,OKC,223.5,233,OVER,4,True,0.9
2021-05-08,2020-21,SAS,POR,POR,SAS,229.5,226,OVER,2,False,-1.0
2021-05-08,2020-21,HOU,UTA,UTA,HOU,227.0,240,OVER,2,True,0.9
2021-05-09,2020-21,PHX,LAL,LAL,PHX,214.0,233,UNDER,6,False,-1.0
2021-05-11,2020-21,MIN,DET,DET,MIN,227.5,219,OVER,2,False,-1.0
2021-05-11,2020-21,NYK,LAL,LAL,NYK,214.5,200,UNDER,6,True,0.9
2021-05-14,2020-21,LAC,HOU,HOU,LAC,227.0,237,UNDER,2,False,-1.0
2021-05-22,2020-21,POR,DEN,DEN,POR,228.0,232,OVER,2,True,0.9
2021-05-24,2020-21,POR,DEN,DEN,POR,228.5,237,OVER,2,True,0.9
2021-05-27,2020-21,PHX,LAL,LAL,PHX,210.5,204,UNDER,6,True,0.9
2021-05-27,2020-21,DEN,POR,POR,DEN,229.0,235,OVER,4,True,0.9
2021-05-28,2020-21,BKN,BOS,BOS,BKN,228.5,244,OVER,4,True,0.9
2021-05-29,2020-21,DEN,POR,POR,DEN,228.5,210,OVER,4,False,-1.0
2021-05-30,2020-21,PHX,LAL,LAL,PHX,210.5,192,UNDER,6,True,0.9
2021-05-30,2020-21,BKN,BOS,BOS,BKN,229.5,267,OVER,4,True,0.9
2021-06-01,2020-21,POR,DEN,DEN,POR,226.0,287,OVER,2,True,0.9
2021-06-02,2020-21,WAS,PHI,PHI,WAS,230.5,241,UNDER,2,False,-1.0
2021-06-03,2020-21,DEN,POR,POR,DEN,228.5,241,OVER,4,True,0.9
2021-06-06,2020-21,ATL,PHI,PHI,ATL,220.5,252,OVER,4,True,0.9
2021-06-16,2020-21,ATL,PHI,PHI,ATL,224.5,215,UNDER,2,True,0.9
2021-06-23,2020-21,ATL,MIL,MIL,ATL,227.5,229,OVER,2,True,0.9
2021-06-25,2020-21,ATL,MIL,MIL,ATL,226.5,216,OVER,2,False,-1.0
2021-10-21,2021-22,LAC,GSW,GSW,LAC,225.5,228,UNDER,2,False,-1.0
2021-10-22,2021-22,Charlotte Bobcats,CLE,CLE,Charlotte Bobcats,225.5,235,OVER,2,True,0.9
2021-10-23,2021-22,NOP,MIN,MIN,NOP,226.0,185,UNDER,2,True,0.9
2021-10-23,2021-22,DET,CHI,CHI,DET,214.5,179,UNDER,4,True,0.9
2021-10-24,2021-22,PHI,OKC,OKC,PHI,216.5,218,OVER,2,True,0.9
2021-10-25,2021-22,NOP,MIN,MIN,NOP,225.0,205,UNDER,2,True,0.9
2021-10-26,2021-22,LAL,SAS,SAS,LAL,220.0,246,OVER,2,True,0.9
2021-10-27,2021-22,ATL,NOP,NOP,ATL,222.0,201,UNDER,2,True,0.9
2021-10-27,2021-22,CLE,LAC,LAC,CLE,220.0,171,UNDER,6,True,0.9
2021-10-28,2021-22,ATL,WAS,WAS,ATL,224.0,233,OVER,2,True,0.9
2021-10-29,2021-22,Charlotte Bobcats,MIA,MIA,Charlotte Bobcats,220.5,213,UNDER,4,True,0.9
2021-10-29,2021-22,LAC,POR,POR,LAC,225.0,203,OVER,4,False,-1.0
2021-10-30,2021-22,BOS,WAS,WAS,BOS,225.0,227,UNDER,2,False,-1.0
2021-10-30,2021-22,OKC,GSW,GSW,OKC,220.0,185,OVER,4,False,-1.0
2021-11-03,2021-22,BOS,ORL,ORL,BOS,214.0,171,UNDER,8,True,0.9
2021-11-04,2021-22,UTA,ATL,UTA,ATL,220.5,214,OVER,4,False,-1.0
2021-11-04,2021-22,BOS,MIA,MIA,BOS,215.0,173,UNDER,2,True,0.9
2021-11-06,2021-22,BOS,DAL,DAL,BOS,213.0,211,UNDER,2,True,0.9
2021-11-07,2021-22,BKN,TOR,TOR,BKN,211.0,219,OVER,6,True,0.9
2021-11-07,2021-22,HOU,GSW,GSW,HOU,222.0,227,OVER,4,True,0.9
2021-11-10,2021-22,BKN,ORL,ORL,BKN,212.0,213,UNDER,2,False,-1.0
2021-11-13,2021-22,MIN,LAC,LAC,MIN,222.5,231,UNDER,6,False,-1.0
2021-11-14,2021-22,BKN,OKC,OKC,BKN,212.0,216,OVER,2,True,0.9
2021-11-15,2021-22,MIA,OKC,OKC,MIA,210.5,193,OVER,2,False,-1.0
2021-11-17,2021-22,BOS,ATL,ATL,BOS,215.0,209,UNDER,2,True,0.9
2021-11-22,2021-22,HOU,BOS,BOS,HOU,211.5,198,OVER,8,False,-1.0
2021-11-24,2021-22,Charlotte Bobcats,ORL,ORL,Charlotte Bobcats,219.5,205,UNDER,6,True,0.9
2021-11-24,2021-22,ATL,SAS,SAS,ATL,221.5,230,OVER,2,True,0.9
2021-11-26,2021-22,CHI,ORL,ORL,CHI,213.5,211,UNDER,2,True,0.9
2021-11-26,2021-22,ATL,MEM,MEM,ATL,224.5,232,OVER,4,True,0.9
2021-11-28,2021-22,DET,LAL,LAL,DET,216.5,216,UNDER,4,True,0.9
2021-11-30,2021-22,DET,POR,POR,DET,216.0,202,UNDER,4,True,0.9
2021-12-03,2021-22,ORL,HOU,HOU,ORL,216.0,234,OVER,4,True,0.9
2021-12-07,2021-22,NYK,SAS,SAS,NYK,212.5,230,OVER,2,True,0.9
2021-12-10,2021-22,BOS,PHX,PHX,BOS,216.5,201,UNDER,2,True,0.9
2021-12-13,2021-22,HOU,ATL,ATL,HOU,225.5,258,OVER,4,True,0.9
2021-12-15,2021-22,IND,MIL,MIL,IND,217.0,213,UNDER,2,True,0.9
2021-12-17,2021-22,Charlotte Bobcats,POR,POR,Charlotte Bobcats,228.0,241,OVER,4,True,0.9
2021-12-18,2021-22,CLE,MIL,MIL,CLE,214.0,209,UNDER,2,True,0.9
2021-12-20,2021-22,SAC,GSW,GSW,SAC,223.5,211,OVER,4,False,-1.0
2021-12-21,2021-22,PHX,LAL,LAL,PHX,218.5,198,UNDER,6,True,0.9
2021-12-27,2021-22,BKN,LAC,LAC,BKN,216.5,232,OVER,6,True,0.9
2022-01-02,2021-22,ORL,BOS,BOS,ORL,213.5,227,OVER,8,True,0.9
2022-01-03,2021-22,ATL,POR,POR,ATL,226.0,267,OVER,4,True,0.9
2022-01-05,2021-22,BKN,IND,IND,BKN,217.5,250,OVER,6,True,0.9
2022-01-05,2021-22,ATL,SAC,SAC,ATL,229.5,210,OVER,4,False,-1.0
2022-01-07,2021-22,MIL,BKN,BKN,MIL,229.5,230,OVER,6,True,0.9
2022-01-07,2021-22,ATL,LAL,LAL,ATL,225.5,252,OVER,4,True,0.9
2022-01-10,2021-22,PHI,HOU,HOU,PHI,226.5,202,UNDER,2,True,0.9
2022-01-17,2021-22,MIL,ATL,ATL,MIL,229.0,235,OVER,6,True,0.9
2022-01-17,2021-22,PHX,SAS,SAS,PHX,223.5,228,OVER,2,True,0.9
2022-01-19,2021-22,POR,MIA,MIA,POR,215.5,196,UNDER,4,True,0.9
2022-01-19,2021-22,MIN,ATL,ATL,MIN,233.0,256,UNDER,2,False,-1.0
2022-01-19,2021-22,MEM,MIL,MIL,MEM,225.5,240,OVER,4,True,0.9
2022-01-21,2021-22,HOU,GSW,GSW,HOU,226.0,208,OVER,4,False,-1.0
2022-01-23,2021-22,ATL,Charlotte Bobcats,Charlotte Bobcats,ATL,236.5,204,UNDER,4,True,0.9
2022-01-25,2021-22,MIN,POR,POR,MIN,227.5,216,OVER,4,False,-1.0
2022-01-27,2021-22,MIN,GSW,GSW,MIN,228.0,239,OVER,4,True,0.9
2022-01-29,2021-22,BOS,NOP,NOP,BOS,213.5,204,UNDER,2,True,0.9
2022-01-30,2021-22,DAL,ORL,ORL,DAL,213.0,218,UNDER,6,False,-1.0
2022-02-02,2021-22,ORL,IND,IND,ORL,219.5,237,OVER,2,True,0.9
2022-02-02,2021-22,Charlotte Bobcats,BOS,BOS,Charlotte Bobcats,220.5,220,OVER,4,False,-1.0
2022-02-03,2021-22,MIN,DET,DET,MIN,225.5,245,OVER,2,True,0.9
2022-02-03,2021-22,SAC,GSW,GSW,SAC,221.0,240,OVER,4,True,0.9
2022-02-05,2021-22,NYK,LAL,LAL,NYK,213.0,237,OVER,2,True,0.9
2022-02-06,2021-22,BOS,ORL,ORL,BOS,216.0,199,UNDER,6,True,0.9
2022-02-06,2021-22,MIL,LAC,LAC,MIL,227.0,250,OVER,4,True,0.9
2022-02-08,2021-22,BOS,BKN,BKN,BOS,216.5,217,UNDER,2,False,-1.0
2022-02-09,2021-22,TOR,OKC,OKC,TOR,210.0,215,OVER,2,True,0.9
2022-02-10,2021-22,BKN,WAS,WAS,BKN,218.5,225,OVER,6,True,0.9
2022-02-13,2021-22,ATL,BOS,BOS,ATL,220.5,200,UNDER,2,True,0.9
2022-02-14,2021-22,HOU,UTA,UTA,HOU,229.5,236,OVER,4,True,0.9
2022-02-16,2021-22,BKN,NYK,NYK,BKN,217.5,217,OVER,6,False,-1.0
2022-02-16,2021-22,DET,BOS,BOS,DET,215.5,223,OVER,4,True,0.9
2022-02-17,2021-22,HOU,LAC,LAC,HOU,228.5,253,OVER,2,True,0.9
2022-02-26,2021-22,TOR,ATL,ATL,TOR,225.5,227,OVER,2,True,0.9
2022-02-27,2021-22,UTA,PHX,PHX,UTA,227.5,232,OVER,4,True,0.9
2022-03-01,2021-22,ATL,BOS,BOS,ATL,222.5,205,UNDER,2,True,0.9
2022-03-02,2021-22,MIA,MIL,MIL,MIA,227.0,239,OVER,4,True,0.9
2022-03-02,2021-22,OKC,DEN,DEN,OKC,225.5,226,OVER,1,True,0.9
2022-03-03,2021-22,DET,TOR,TOR,DET,216.5,214,UNDER,4,True,0.9
2022-03-03,2021-22,MEM,BOS,BOS,MEM,224.0,227,OVER,4,True,0.9
2022-03-06,2021-22,BKN,BOS,BOS,BKN,224.5,246,OVER,4,True,0.9
2022-03-07,2021-22,HOU,MIA,MIA,HOU,226.0,229,OVER,2,True,0.9
2022-03-09,2021-22,BOS,Charlotte Bobcats,Charlotte Bobcats,BOS,227.0,216,UNDER,2,True,0.9
2022-03-09,2021-22,PHX,MIA,MIA,PHX,215.5,201,UNDER,4,True,0.9
2022-03-11,2021-22,DET,BOS,BOS,DET,215.0,217,OVER,8,True,0.9
2022-03-11,2021-22,DAL,HOU,HOU,DAL,225.5,213,UNDER,2,True,0.9
2022-03-12,2021-22,IND,SAS,SAS,IND,235.0,227,OVER,2,False,-1.0
2022-03-13,2021-22,MEM,OKC,OKC,MEM,229.5,243,OVER,1,True,0.9
2022-03-14,2021-22,WAS,GSW,GSW,WAS,226.0,238,OVER,1,True,0.9
2022-03-16,2021-22,ATL,Charlotte Bobcats,Charlotte Bobcats,ATL,237.5,222,UNDER,4,True,0.9
2022-03-18,2021-22,POR,BKN,BKN,POR,225.5,251,OVER,1,True,0.9
2022-03-20,2021-22,SAS,GSW,GSW,SAS,229.0,218,OVER,4,False,-1.0
2022-03-21,2021-22,MIN,DAL,DAL,MIN,230.0,218,UNDER,2,True,0.9
2022-03-22,2021-22,GSW,ORL,ORL,GSW,218.5,184,UNDER,2,True,0.9
2022-03-22,2021-22,ATL,NYK,NYK,ATL,226.0,228,OVER,4,True,0.9
2022-03-23,2021-22,ATL,DET,DET,ATL,224.5,223,UNDER,2,True,0.9
2022-03-23,2021-22,GSW,MIA,MIA,GSW,215.0,222,UNDER,4,False,-1.0
2022-03-23,2021-22,UTA,BOS,BOS,UTA,221.5,222,OVER,4,True,0.9
2022-03-23,2021-22,HOU,DAL,DAL,HOU,227.0,201,OVER,4,False,-1.0
2022-03-26,2021-22,OKC,DEN,DEN,OKC,225.5,220,OVER,1,False,-1.0
2022-03-27,2021-22,MIN,BOS,BOS,MIN,227.0,246,OVER,4,True,0.9
2022-03-29,2021-22,MIL,PHI,PHI,MIL,226.5,234,OVER,6,True,0.9
2022-03-30,2021-22,ATL,OKC,OKC,ATL,229.5,254,OVER,1,True,0.9
2022-03-30,2021-22,PHX,GSW,GSW,PHX,225.5,210,OVER,4,False,-1.0
2022-04-01,2021-22,TOR,ORL,ORL,TOR,218.5,191,UNDER,2,True,0.9
2022-04-03,2021-22,DAL,MIL,MIL,DAL,227.5,230,OVER,4,True,0.9
2022-04-05,2021-22,CLE,ORL,ORL,CLE,214.5,235,UNDER,2,False,-1.0
2022-04-05,2021-22,MIL,CHI,CHI,MIL,228.5,233,OVER,6,True,0.9
2022-04-07,2021-22,ORL,Charlotte Bobcats,Charlotte Bobcats,ORL,227.0,229,OVER,1,True,0.9
2022-04-07,2021-22,BOS,MIL,MIL,BOS,226.5,248,OVER,4,True,0.9
2022-04-07,2021-22,LAL,GSW,GSW,LAL,224.0,240,OVER,4,True,0.9
2022-04-08,2021-22,MIL,DET,DET,MIL,228.5,232,OVER,1,True,0.9
2022-04-08,2021-22,HOU,TOR,TOR,HOU,228.5,232,OVER,4,True,0.9
2022-04-08,2021-22,PHX,UTA,UTA,PHX,226.5,216,OVER,4,False,-1.0
2022-04-10,2021-22,BOS,MEM,MEM,BOS,227.5,249,UNDER,2,False,-1.0
2022-04-15,2021-22,ATL,CLE,CLE,ATL,226.0,208,OVER,4,False,-1.0
2022-04-16,2021-22,DEN,GSW,GSW,DEN,225.5,230,OVER,4,True,0.9
