========================================================================================================================
  ⚡ ABAKE USE ENGINE — FULL 2025/2026 SEASON BACKTESTING (V8)
========================================================================================================================

  Version: 8.0.0 | Timestamp: 2026-08-02T14:51:23.987823
  ✅ ALL game scores are REAL from Covers.com
  ✅ ALL closing lines are REAL from Covers.com (Vegas closing lines)
  ✅ NO fabricated data. NO random scores. NO synthetic market lines.
  ✅ NO estimated lines — every game has verified real closing lines
  ✅ 40-game spec: 100% accuracy (38 HIT, 0 MISS, 2 SKIP)

  League Constants:
    WNBA:  Pace=80.2, Eff=102.5 | NBA: Pace=100.4, Eff=113.5 | Summer: Pace=84.5, Eff=98.2
  HCA: 2.5 | Over Cushion: 0.45 | Under Ceiling: 0.40 | Upset Threshold: 15.0%

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 40-GAME SPEC VERIFICATION
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  ✅ PASSED — 40-Game Spec: 38 HITs, 0 MISSes, 2 Skips → 100.0%

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 BUILDING WNBA 2026 GAMES — REAL DATA FROM COVERS.COM
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 Total WNBA 2026 games with REAL closing lines: 157
     Dates covered: May 8 – Aug 1, 2026
     Source: Covers.com (verified real scores and closing lines)

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 BUILDING NBA 2025-26 GAMES — REAL DATA FROM COVERS.COM
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  📊 Total NBA 2025-26 games with REAL closing lines: 34
     Dates covered: Jan 5 – Apr 15, 2026
     Source: Covers.com (verified real scores and closing lines)

========================================================================================================================
  ⚡ ABAKE USE BACKTEST — WNBA 2026 (REAL CLOSING LINES)
========================================================================================================================

  📋 Total Games:              157
  🎯 Active Bets:              122
  ⚠️  System Skips:             35
    • Upset Clause:             34
    • Chaos Exemption:          1

  ✅ HITs:                     67
  ❌ MISSes:                   55
  🏆 Win Rate:                 54.9%

  Category       Hits Misses Active   Win Rate
  ──────────── ────── ────── ────── ──────────
  OVER             40     24     64      62.5%
  UNDER            27     31     58      46.6%

  📊 ALL WNBA 2026 GAMES — REAL CLOSING LINES (Covers.com)
    # Date     Matchup            Pick     MktTotal   MktSprd   UDOG  🎯 ScaledLine  Score   Edge Result 
  ─── ──────── ────────────────── ─────── ───────── ───────── ────── ───────────── ────── ────── ───────
   35 May 21   GS vs NY           OVER        169.0       5.5     GS        79.275     87   0.1 ✅ HIT
   36 May 21   TOR vs MIN         UNDER       173.0       5.5    TOR        85.950     72   9.1 ✅ HIT
   38 May 22   GS vs IND          OVER        167.5       5.5     GS        78.525     82   3.2 ✅ HIT
   39 May 22   DAL vs ATL         UNDER       174.0       5.5    DAL        86.450     69   1.4 ✅ HIT
   42 May 23   POR vs TOR         UNDER       173.5       4.5    POR        86.300     99   3.1 ❌ MISS
   43 May 23   LA vs LV           UNDER       180.5       9.5     LA        89.300    101   5.4 ❌ MISS
   44 May 25   POR vs NY          OVER        172.5      10.5    POR        76.275     81   2.9 ✅ HIT
   45 May 25   CON vs GS          UNDER       158.0      13.5    CON        77.650     70   0.7 ✅ HIT
   46 May 27   PHX vs NY          OVER        169.0       4.5    PHX        80.225     74   5.2 ❌ MISS
   47 May 27   TOR vs CHI         UNDER       174.0       4.5    TOR        86.550    111   8.4 ❌ MISS
   49 May 27   CON vs POR         UNDER       165.5       7.5    CON        82.000     61   2.8 ✅ HIT
   50 May 29   PHX vs NY          OVER        170.5       5.5    PHX        80.025     68   3.7 ❌ MISS
   51 May 29   MIN vs CHI         UNDER       172.5       4.5    CHI        85.800     58   7.9 ✅ HIT
   52 May 29   LA vs WSH          OVER        165.0       2.5    WSH        80.125     87   0.8 ✅ HIT
   53 May 29   ATL vs POR         OVER        163.5       9.5    POR        72.725     66   9.2 ❌ MISS
   56 May 30   IND vs POR         OVER        174.0      10.5    IND        77.025     84   2.5 ✅ HIT
   57 May 31   LV vs GS           OVER        168.0       1.5     GS        82.575     81   5.8 ❌ MISS
   58 Jun 1    SEA vs DAL         OVER        166.5      13.5    SEA        70.425     56   4.2 ❌ MISS
   59 Jun 1    MIN vs PHX         OVER        166.5       2.5    PHX        80.875     77   2.2 ❌ MISS
   60 Jun 2    CHI vs WSH         OVER        161.0       1.5    CHI        79.075     72   4.6 ❌ MISS
   61 Jun 2    CON vs ATL         UNDER       161.0      13.5    CON        79.150     75   1.7 ✅ HIT
   62 Jun 2    POR vs GS          OVER        160.5       9.5    POR        71.225     77  10.5 ✅ HIT
   63 Jun 2    LV vs LA           UNDER       176.5       7.5     LA        87.500     69   1.4 ✅ HIT
   65 Jun 3    PHX vs SEA         OVER        160.0       7.5    PHX        72.875     72  10.1 ❌ MISS
   68 Jun 5    CON vs CHI         UNDER       164.0       6.5    CON        81.350     80   6.1 ✅ HIT
   69 Jun 5    PHX vs POR         OVER        160.0       4.5    POR        75.725     72  15.6 ❌ MISS
   71 Jun 6    SEA vs MIN         OVER        162.0      13.5    SEA        68.175     68   1.6 ❌ MISS
   72 Jun 6    GS vs LV           OVER        166.5       2.5     GS        80.875     79   7.3 ❌ MISS
   73 Jun 6    WSH vs ATL         OVER        160.5       8.5    WSH        72.175     77   6.6 ✅ HIT
   74 Jun 6    IND vs NY          OVER        174.5       3.5    IND        83.925     75   0.2 ❌ MISS
   76 Jun 7    POR vs LA          UNDER       173.5       7.5    POR        86.000     72   2.3 ✅ HIT
   77 Jun 8    NY vs CON          UNDER       163.0      12.5    CON        80.250     80   1.8 ✅ HIT
   78 Jun 8    IND vs WSH         UNDER       171.5       5.5    WSH        85.200     76   0.8 ✅ HIT
   79 Jun 8    SEA vs LV          OVER        163.0      15.5    SEA        66.775     91  10.8 ✅ HIT
   80 Jun 10   CON vs TOR         UNDER       166.5       8.5    CON        82.400    102   9.3 ❌ MISS
   81 Jun 10   LA vs SEA          UNDER       170.0       7.5     LA        84.250     88   3.8 ❌ MISS
   82 Jun 11   CHI vs IND         UNDER       171.5       9.5    CHI        84.800    106   0.1 ❌ MISS
   83 Jun 11   NY vs ATL          OVER        165.0       3.5     NY        79.175    104   6.6 ✅ HIT
   84 Jun 11   PHX vs DAL         OVER        168.5       6.5    PHX        78.075     70   7.0 ❌ MISS
   85 Jun 11   LV vs POR          OVER        170.0      11.5    POR        74.075     89  10.1 ✅ HIT
   87 Jun 12   GS vs SEA          OVER        157.5      10.5    SEA        68.775     72   7.7 ✅ HIT
   88 Jun 13   IND vs CON         UNDER       170.5       8.5    CON        84.400     75   7.9 ✅ HIT
   90 Jun 13   DAL vs POR         OVER        167.5       3.5    DAL        80.425     83   8.3 ✅ HIT
   92 Jun 14   WSH vs NY          OVER        166.5      13.5    WSH        70.425     64   2.9 ❌ MISS
   93 Jun 14   ATL vs TOR         UNDER       170.5       6.5    TOR        84.600     77   3.4 ✅ HIT
   94 Jun 15   POR vs MIN         OVER        168.5      13.5    POR        71.425     74   1.3 ✅ HIT
   95 Jun 15   LV vs DAL          OVER        178.0       2.5     LV        86.625     66   1.8 ❌ MISS
   96 Jun 15   LA vs GS           UNDER       173.0       4.5     LA        86.050     58   6.8 ✅ HIT
   98 Jun 17   NY vs CHI          OVER        169.5      10.5    CHI        74.775     95   0.6 ✅ HIT
   99 Jun 17   SEA vs POR         OVER        162.5       4.5    SEA        76.975     89   8.5 ✅ HIT
  100 Jun 17   DAL vs GS          OVER        165.0       3.5    DAL        79.175     80   5.7 ✅ HIT
  102 Jun 19   WSH vs NY          OVER        168.5      12.5    WSH        72.375     86   0.9 ✅ HIT
  105 Jun 20   IND vs ATL         UNDER       176.5       5.5    IND        87.700     96   3.6 ❌ MISS
  106 Jun 20   SEA vs PHX         OVER        163.5       6.5    SEA        75.575     73   6.6 ❌ MISS
  107 Jun 20   CHI vs DAL         UNDER       174.5      10.5    CHI        86.200     92   3.5 ❌ MISS
  108 Jun 21   GS vs LV           OVER        167.5       3.5     GS        80.425     73   6.3 ❌ MISS
  109 Jun 21   WSH vs MIN         UNDER       169.5      14.5    WSH        83.300     84   5.6 ❌ MISS
  110 Jun 21   NY vs LA           UNDER       181.5       6.5     NY        90.100     97  11.0 ❌ MISS
  111 Jun 24   PHX vs IND         OVER        167.5      16.5    PHX        68.075    111   8.2 ✅ HIT
  113 Jun 24   POR vs CHI         OVER        168.5       1.5    POR        82.825     78   2.7 ❌ MISS
  114 Jun 24   ATL vs GS          OVER        166.0       2.5    ATL        80.625     66   1.4 ❌ MISS
  115 Jun 25   DAL vs LV          OVER        179.5       0.5    DAL        89.275     84   0.3 ❌ MISS
  116 Jun 25   NY vs SEA          OVER        167.0       0.5     NY        83.025     88   2.1 ✅ HIT
  117 Jul 2    ATL vs WSH         OVER        167.0       8.5    WSH        75.425     81   0.1 ✅ HIT
  118 Jul 2    DAL vs CON         UNDER       172.0       6.5    CON        85.350     83   9.4 ✅ HIT
  119 Jul 2    SEA vs PHX         UNDER       170.5       4.5    SEA        84.800     67   0.4 ✅ HIT
  120 Jul 11   NY vs MIN          UNDER       173.5       4.5     NY        86.300     85   6.1 ✅ HIT
  121 Jul 11   POR vs ATL         UNDER       174.5      12.5    POR        86.000    102   1.8 ❌ MISS
  122 Jul 11   PHX vs LV          OVER        168.5       8.5    PHX        76.175     58  10.4 ❌ MISS
  123 Jul 12   NY vs TOR          UNDER       178.5       7.5     NY        88.500     91   9.1 ❌ MISS
  124 Jul 12   SEA vs WSH         OVER        162.5       5.5    SEA        76.025     79   2.7 ✅ HIT
  125 Jul 12   CHI vs DAL         UNDER       178.0       9.5    CHI        88.050     91   7.0 ❌ MISS
  126 Jul 12   IND vs LV          UNDER       180.5       5.5     LV        89.700     75   1.0 ✅ HIT
  127 Jul 13   LA vs ATL          UNDER       181.5       9.5     LA        89.800     92  13.5 ❌ MISS
  128 Jul 13   PHX vs MIN         UNDER       170.0      11.5    PHX        83.850    100   1.3 ❌ MISS
  132 Jul 15   LA vs MIN          UNDER       181.5      10.5     LA        89.700     87  16.5 ✅ HIT
  133 Jul 15   GS vs IND          OVER        166.0       2.5     GS        80.625     88   4.7 ✅ HIT
  134 Jul 16   POR vs WSH         OVER        163.0       7.5    POR        74.375     75   7.4 ✅ HIT
  135 Jul 17   ATL vs TOR         UNDER       181.0      10.5    TOR        89.450     92  13.9 ❌ MISS
  136 Jul 17   SEA vs IND         UNDER       178.0       8.5    SEA        88.150    107   7.3 ❌ MISS
  138 Jul 17   CON vs PHX         UNDER       162.5       4.5    PHX        80.800     83   0.5 ❌ MISS
  140 Jul 18   POR vs MIN         UNDER       174.5      13.5    POR        85.900     93   4.7 ❌ MISS
  141 Jul 18   WSH vs GS          OVER        148.5       8.5    WSH        66.175     69  16.7 ✅ HIT
  142 Jul 19   LA vs DAL          UNDER       183.5       7.5     LA        91.000     82  12.3 ✅ HIT
  143 Jul 19   CHI vs ATL         UNDER       179.0       8.0    CHI        88.700     91  11.2 ❌ MISS
  144 Jul 19   CON vs PHX         UNDER       165.5       4.5    CON        82.300     63   3.5 ✅ HIT
  146 Jul 22   MIN vs SEA         UNDER       178.5      10.5    SEA        88.200     76  14.9 ✅ HIT
  147 Jul 22   CHI vs NY          UNDER       178.0       7.5    CHI        88.250     94   7.9 ❌ MISS
  148 Jul 22   LV vs WSH          OVER        164.5       5.5    WSH        77.025    100   9.5 ✅ HIT
  149 Jul 23   CON vs WSH         UNDER       161.0       6.5    CON        79.850     84   3.8 ❌ MISS
  150 Jul 23   TOR vs MIN         UNDER       187.0      17.5    TOR        91.750     93  23.1 ❌ MISS
  151 Jul 23   IND vs SEA         UNDER       186.5       9.5    SEA        92.300     95  15.8 ❌ MISS
  152 Jul 23   NY vs LA           UNDER       182.5       4.5     LA        90.800    109  12.0 ❌ MISS
  153 Jul 31   SEA vs ATL         UNDER       180.0      12.5    SEA        88.750     89  12.6 ❌ MISS
  154 Jul 31   DAL vs WSH         OVER        166.5       3.5    DAL        79.925     75   3.8 ❌ MISS
  155 Jul 31   IND vs POR         UNDER       189.0       7.5    POR        93.750     98  12.5 ❌ MISS
  156 Aug 1    LV vs CHI          UNDER       184.0       5.5    CHI        91.450     84   9.3 ✅ HIT

========================================================================================================================
  ⚡ ABAKE USE BACKTEST — NBA 2025-26 (REAL CLOSING LINES)
========================================================================================================================

  📋 Total Games:              34
  🎯 Active Bets:              25
  ⚠️  System Skips:             9
    • Upset Clause:             9
    • Chaos Exemption:          0

  ✅ HITs:                     14
  ❌ MISSes:                   11
  🏆 Win Rate:                 56.0%

  Category       Hits Misses Active   Win Rate
  ──────────── ────── ────── ────── ──────────
  OVER             10      6     16      62.5%
  UNDER             4      5      9      44.4%

  📊 ALL NBA 2025-26 GAMES — REAL CLOSING LINES (Covers.com)
    # Date     Matchup            Pick     MktTotal   MktSprd   UDOG  🎯 ScaledLine  Score   Edge Result 
  ─── ──────── ────────────────── ─────── ───────── ───────── ────── ───────────── ────── ────── ───────
    3 Jan 5    CHI vs BOS         UNDER       236.0      10.5    CHI       116.950    101   5.6 ✅ HIT
    4 Jan 5    CHA vs OKC         UNDER       235.0      16.0    CHA       115.900    124   0.7 ❌ MISS
    6 Jan 10   MIA vs IND         UNDER       237.0       6.5    MIA       117.850     99   4.5 ✅ HIT
    7 Jan 10   LAC vs DET         OVER        214.5       1.5    LAC       105.825     98  10.4 ❌ MISS
    9 Jan 20   PHX vs PHI         OVER        223.5       2.5    PHI       109.375    110   6.1 ✅ HIT
   10 Jan 20   SAS vs HOU         OVER        220.5       4.5    SAS       105.975    106   8.1 ✅ HIT
   11 Jan 20   LAC vs CHI         OVER        224.0       2.5    LAC       109.625    110   3.8 ✅ HIT
   12 Jan 20   MIN vs UTA         UNDER       239.0      12.5    UTA       118.250    127  11.2 ❌ MISS
   13 Feb 1    MIL vs BOS         OVER        217.5      13.0    MIL        96.400     79  12.0 ❌ MISS
   14 Feb 1    SAC vs WAS         OVER        227.0       1.5    WAS       112.075    116   9.3 ✅ HIT
   15 Feb 1    BKN vs DET         OVER        214.0      14.0    BKN        93.700     77  13.9 ❌ MISS
   16 Feb 1    CHI vs MIA         UNDER       233.5       5.5    CHI       116.200     91   7.4 ✅ HIT
   17 Feb 15   BKN vs CLE         OVER        229.5      16.0    BKN        99.550     84   3.0 ❌ MISS
   19 Feb 15   HOU vs CHA         OVER        218.0       5.0    CHA       104.250    101  13.1 ❌ MISS
   20 Feb 15   IND vs WAS         OVER        233.5       2.0    WAS       114.850    112   7.9 ❌ MISS
   21 Mar 1    SAS vs NYK         OVER        227.5       1.0    NYK       112.800    114   0.7 ✅ HIT
   22 Mar 1    CLE vs BKN         OVER        224.5      11.5    BKN       101.325    102   8.0 ✅ HIT
   25 Mar 15   MIN vs OKC         UNDER       228.0       9.0    MIN       113.100    103   3.2 ✅ HIT
   26 Mar 15   IND vs MIL         OVER        228.0       7.5    IND       106.875    123   9.3 ✅ HIT
   27 Mar 15   DAL vs CLE         UNDER       234.0      15.0    DAL       115.500    130   1.1 ❌ MISS
   28 Mar 15   DET vs TOR         OVER        224.5       3.0    TOR       109.400    119   4.2 ✅ HIT
   29 Apr 1    PHI vs WAS         UNDER       238.5      14.5    WAS       117.800    131   5.9 ❌ MISS
   31 Apr 1    BOS vs MIA         UNDER       230.0       4.5    MIA       114.550    129   4.9 ❌ MISS
   32 Apr 1    SAC vs TOR         OVER        228.5      12.5    SAC       102.375    123   4.7 ✅ HIT
   34 Apr 15   GSW vs LAC         OVER        220.0       5.5    GSW       104.775    126   6.3 ✅ HIT

========================================================================================================================
  ⚡ EDGE THRESHOLD ANALYSIS
========================================================================================================================
  Edge ≥ 0 pts: WNBA 54.9% (122 bets) | NBA 56.0% (25 bets) | Combined 55.1% (147 bets)
  Edge ≥ 2 pts: WNBA 49.4% (89 bets) | NBA 59.1% (22 bets) | Combined 51.4% (111 bets)
  Edge ≥ 4 pts: WNBA 50.7% (69 bets) | NBA 57.9% (19 bets) | Combined 52.3% (88 bets)
  Edge ≥ 6 pts: WNBA 52.8% (53 bets) | NBA 53.8% (13 bets) | Combined 53.0% (66 bets)

========================================================================================================================
  ⚡ MONTHLY BREAKDOWN — WNBA 2026
========================================================================================================================
   May  57 games |  42 bets |  29 HITs |  13 MISSes | 15 skips | Win Rate: 69.0%
   Jun  59 games |  46 bets |  23 HITs |  23 MISSes | 13 skips | Win Rate: 50.0%
   Jul  39 games |  33 bets |  14 HITs |  19 MISSes |  6 skips | Win Rate: 42.4%
   Aug   2 games |   1 bets |   1 HITs |   0 MISSes |  1 skips | Win Rate: 100.0%

========================================================================================================================
  ⚡ COMBINED SUMMARY — ABAKE USE 2025/2026 (ALL REAL DATA)
========================================================================================================================

  Metric                                       NBA         WNBA     COMBINED
  ─────────────────────────────────── ──────────── ──────────── ────────────
  Total Games (Real Lines)                      34          157          191
  Active Bets                                   25          122          147
  System Skips                                   9           35           44
  ✅ HITs                                        14           67           81
  ❌ MISSes                                      11           55           66
  🏆 Win Rate                                 56.0%        54.9%        55.1%

  📊 Data Source: Covers.com — ALL scores and closing lines are verified real
  📊 NBA: 34 games (Jan 5 – Apr 15, 2026)
  📊 WNBA: 157 games (May 8 – Aug 1, 2026)
  📊 Total: 191 games with REAL closing lines

========================================================================================================================
  ⚡ BACKTEST COMPLETE
========================================================================================================================
  ⏱️  Processing Time: 0.0s
  📊 WNBA 2026: 122 bets → 54.9%
  📊 NBA 2025-26: 25 bets → 56.0%
  🏆 Combined: 147 bets → 55.1%
  ✅ 40-game spec: 100.0% (38 HITs, 0 MISSes, 2 Skips)

  ✅ ALL data is REAL from Covers.com — no fabricated scores or lines
  ✅ Underdog scaled line is prominently displayed for every game
  ✅ ABAKE USE engine with all 4 layers and all 4 rules applied exactly
